nama_kabupaten_kota,tahun,kab/kota,keterangan,total
KABUPATEN SUMEDANG,2011-01-01,Sumedang,Balita Pendek,
KABUPATEN INDRAMAYU,2011-01-01,Indramayu,Balita Pendek,
KABUPATEN SUBANG,2011-01-01,Subang,Balita Pendek,
KABUPATEN PURWAKARTA,2011-01-01,Purwakarta,Balita Pendek,
KABUPATEN KARAWANG,2011-01-01,Karawang,Balita Pendek,
KABUPATEN BEKASI,2011-01-01,Bekasi,Balita Pendek,
KABUPATEN BANDUNG BARAT,2011-01-01,Bandung Barat,Balita Pendek,
KABUPATEN PANGANDARAN,2011-01-01,Pangandaran,Balita Pendek,
KOTA BOGOR,2011-01-01,Kota Bogor,Balita Pendek,
KOTA SUKABUMI,2011-01-01,Kota Sukabumi,Balita Pendek,
KOTA BANDUNG,2011-01-01,Kota Bandung,Balita Pendek,
KOTA CIREBON,2011-01-01,Kota Cirebon,Balita Pendek,
KOTA BEKASI,2011-01-01,Kota Bekasi,Balita Pendek,
KOTA DEPOK,2011-01-01,Kota Depok,Balita Pendek,
KOTA CIMAHI,2011-01-01,Kota Cimahi,Balita Pendek,
KOTA TASIKMALAYA,2011-01-01,Kota Tasikmalaya,Balita Pendek,
KOTA BANJAR,2011-01-01,Kota Banjar,Balita Pendek,
KABUPATEN BOGOR,2012-01-01,Bogor,Balita Pendek,
KABUPATEN SUKABUMI,2012-01-01,Sukabumi,Balita Pendek,
KABUPATEN CIANJUR,2012-01-01,Cianjur,Balita Pendek,
KABUPATEN BANDUNG,2012-01-01,Bandung,Balita Pendek,
KABUPATEN GARUT,2012-01-01,Garut,Balita Pendek,
KABUPATEN TASIKMALAYA,2012-01-01,Tasikmalaya,Balita Pendek,
KABUPATEN CIAMIS,2012-01-01,Ciamis,Balita Pendek,
KABUPATEN KUNINGAN,2012-01-01,Kuningan,Balita Pendek,
KABUPATEN CIREBON,2012-01-01,Cirebon,Balita Pendek,
KABUPATEN MAJALENGKA,2012-01-01,Majalengka,Balita Pendek,
KABUPATEN SUMEDANG,2012-01-01,Sumedang,Balita Pendek,
KABUPATEN INDRAMAYU,2012-01-01,Indramayu,Balita Pendek,
KABUPATEN SUBANG,2012-01-01,Subang,Balita Pendek,
KABUPATEN PURWAKARTA,2012-01-01,Purwakarta,Balita Pendek,
KABUPATEN KARAWANG,2012-01-01,Karawang,Balita Pendek,
KABUPATEN BEKASI,2012-01-01,Bekasi,Balita Pendek,
KABUPATEN BANDUNG BARAT,2012-01-01,Bandung Barat,Balita Pendek,
KABUPATEN PANGANDARAN,2012-01-01,Pangandaran,Balita Pendek,
KOTA BOGOR,2012-01-01,Kota Bogor,Balita Pendek,
KOTA SUKABUMI,2012-01-01,Kota Sukabumi,Balita Pendek,
KOTA BANDUNG,2012-01-01,Kota Bandung,Balita Pendek,
KOTA CIREBON,2012-01-01,Kota Cirebon,Balita Pendek,
KOTA BEKASI,2012-01-01,Kota Bekasi,Balita Pendek,
KOTA DEPOK,2012-01-01,Kota Depok,Balita Pendek,
KOTA CIMAHI,2012-01-01,Kota Cimahi,Balita Pendek,
KOTA TASIKMALAYA,2012-01-01,Kota Tasikmalaya,Balita Pendek,
KOTA BANJAR,2012-01-01,Kota Banjar,Balita Pendek,
KABUPATEN BOGOR,2013-01-01,Bogor,Balita Pendek,
KABUPATEN SUKABUMI,2013-01-01,Sukabumi,Balita Pendek,
KABUPATEN CIANJUR,2013-01-01,Cianjur,Balita Pendek,
KABUPATEN BANDUNG,2013-01-01,Bandung,Balita Pendek,
KABUPATEN GARUT,2013-01-01,Garut,Balita Pendek,
KABUPATEN TASIKMALAYA,2013-01-01,Tasikmalaya,Balita Pendek,
KABUPATEN CIAMIS,2013-01-01,Ciamis,Balita Pendek,
KABUPATEN KUNINGAN,2013-01-01,Kuningan,Balita Pendek,
KABUPATEN CIREBON,2013-01-01,Cirebon,Balita Pendek,
KABUPATEN MAJALENGKA,2013-01-01,Majalengka,Balita Pendek,
KABUPATEN SUMEDANG,2013-01-01,Sumedang,Balita Pendek,
KABUPATEN INDRAMAYU,2013-01-01,Indramayu,Balita Pendek,
KABUPATEN SUBANG,2013-01-01,Subang,Balita Pendek,
KABUPATEN PURWAKARTA,2013-01-01,Purwakarta,Balita Pendek,
KABUPATEN KARAWANG,2013-01-01,Karawang,Balita Pendek,
KABUPATEN BEKASI,2013-01-01,Bekasi,Balita Pendek,
KABUPATEN BANDUNG BARAT,2013-01-01,Bandung Barat,Balita Pendek,
KABUPATEN PANGANDARAN,2013-01-01,Pangandaran,Balita Pendek,
KOTA BOGOR,2013-01-01,Kota Bogor,Balita Pendek,
KOTA SUKABUMI,2013-01-01,Kota Sukabumi,Balita Pendek,
KOTA BANDUNG,2013-01-01,Kota Bandung,Balita Pendek,
KOTA CIREBON,2013-01-01,Kota Cirebon,Balita Pendek,
KOTA BEKASI,2013-01-01,Kota Bekasi,Balita Pendek,
KOTA DEPOK,2013-01-01,Kota Depok,Balita Pendek,
KOTA CIMAHI,2013-01-01,Kota Cimahi,Balita Pendek,
KOTA TASIKMALAYA,2013-01-01,Kota Tasikmalaya,Balita Pendek,
KOTA BANJAR,2013-01-01,Kota Banjar,Balita Pendek,
KABUPATEN BOGOR,2014-01-01,Bogor,Balita Pendek,
KABUPATEN SUKABUMI,2014-01-01,Sukabumi,Balita Pendek,
KABUPATEN CIANJUR,2014-01-01,Cianjur,Balita Pendek,
KABUPATEN BANDUNG,2014-01-01,Bandung,Balita Pendek,
KABUPATEN GARUT,2014-01-01,Garut,Balita Pendek,
KABUPATEN TASIKMALAYA,2014-01-01,Tasikmalaya,Balita Pendek,
KABUPATEN CIAMIS,2014-01-01,Ciamis,Balita Pendek,
KABUPATEN KUNINGAN,2014-01-01,Kuningan,Balita Pendek,
KABUPATEN CIREBON,2014-01-01,Cirebon,Balita Pendek,
KABUPATEN MAJALENGKA,2014-01-01,Majalengka,Balita Pendek,
KABUPATEN SUMEDANG,2014-01-01,Sumedang,Balita Pendek,
KABUPATEN INDRAMAYU,2014-01-01,Indramayu,Balita Pendek,
KABUPATEN SUBANG,2014-01-01,Subang,Balita Pendek,
KABUPATEN PURWAKARTA,2014-01-01,Purwakarta,Balita Pendek,
KABUPATEN KARAWANG,2014-01-01,Karawang,Balita Pendek,
KABUPATEN BEKASI,2014-01-01,Bekasi,Balita Pendek,
KABUPATEN BANDUNG BARAT,2014-01-01,Bandung Barat,Balita Pendek,
KABUPATEN PANGANDARAN,2014-01-01,Pangandaran,Balita Pendek,
KOTA BOGOR,2014-01-01,Kota Bogor,Balita Pendek,
KOTA SUKABUMI,2014-01-01,Kota Sukabumi,Balita Pendek,
KOTA BANDUNG,2014-01-01,Kota Bandung,Balita Pendek,
KOTA CIREBON,2014-01-01,Kota Cirebon,Balita Pendek,
KOTA BEKASI,2014-01-01,Kota Bekasi,Balita Pendek,
KOTA DEPOK,2014-01-01,Kota Depok,Balita Pendek,
KOTA CIMAHI,2014-01-01,Kota Cimahi,Balita Pendek,
KOTA TASIKMALAYA,2014-01-01,Kota Tasikmalaya,Balita Pendek,
KOTA BANJAR,2014-01-01,Kota Banjar,Balita Pendek,
KABUPATEN BOGOR,2015-01-01,Bogor,Balita Pendek,
KABUPATEN SUKABUMI,2015-01-01,Sukabumi,Balita Pendek,
KABUPATEN CIANJUR,2015-01-01,Cianjur,Balita Pendek,
KABUPATEN BANDUNG,2015-01-01,Bandung,Balita Pendek,
KABUPATEN GARUT,2015-01-01,Garut,Balita Pendek,
KABUPATEN TASIKMALAYA,2015-01-01,Tasikmalaya,Balita Pendek,
KABUPATEN CIAMIS,2015-01-01,Ciamis,Balita Pendek,
KABUPATEN KUNINGAN,2015-01-01,Kuningan,Balita Pendek,
KABUPATEN CIREBON,2015-01-01,Cirebon,Balita Pendek,
KABUPATEN MAJALENGKA,2015-01-01,Majalengka,Balita Pendek,
KABUPATEN SUMEDANG,2015-01-01,Sumedang,Balita Pendek,
KABUPATEN INDRAMAYU,2015-01-01,Indramayu,Balita Pendek,
KABUPATEN SUBANG,2015-01-01,Subang,Balita Pendek,
KABUPATEN PURWAKARTA,2015-01-01,Purwakarta,Balita Pendek,
KABUPATEN KARAWANG,2015-01-01,Karawang,Balita Pendek,
KABUPATEN BEKASI,2015-01-01,Bekasi,Balita Pendek,
KABUPATEN BANDUNG BARAT,2015-01-01,Bandung Barat,Balita Pendek,
KABUPATEN PANGANDARAN,2015-01-01,Pangandaran,Balita Pendek,
KOTA BOGOR,2015-01-01,Kota Bogor,Balita Pendek,
KOTA SUKABUMI,2015-01-01,Kota Sukabumi,Balita Pendek,
KOTA BANDUNG,2015-01-01,Kota Bandung,Balita Pendek,
KOTA CIREBON,2015-01-01,Kota Cirebon,Balita Pendek,
KOTA BEKASI,2015-01-01,Kota Bekasi,Balita Pendek,
KOTA DEPOK,2015-01-01,Kota Depok,Balita Pendek,
KOTA CIMAHI,2015-01-01,Kota Cimahi,Balita Pendek,
KOTA TASIKMALAYA,2015-01-01,Kota Tasikmalaya,Balita Pendek,
KOTA BANJAR,2015-01-01,Kota Banjar,Balita Pendek,
KABUPATEN BOGOR,2016-01-01,Bogor,Balita Pendek,
KABUPATEN SUKABUMI,2016-01-01,Sukabumi,Balita Pendek,
KABUPATEN CIANJUR,2016-01-01,Cianjur,Balita Pendek,
KABUPATEN BANDUNG,2016-01-01,Bandung,Balita Pendek,
KABUPATEN GARUT,2016-01-01,Garut,Balita Pendek,
KABUPATEN TASIKMALAYA,2016-01-01,Tasikmalaya,Balita Pendek,
KABUPATEN CIAMIS,2016-01-01,Ciamis,Balita Pendek,
KABUPATEN KUNINGAN,2016-01-01,Kuningan,Balita Pendek,
KABUPATEN CIREBON,2016-01-01,Cirebon,Balita Pendek,
KABUPATEN MAJALENGKA,2016-01-01,Majalengka,Balita Pendek,
KABUPATEN SUMEDANG,2016-01-01,Sumedang,Balita Pendek,
KABUPATEN INDRAMAYU,2016-01-01,Indramayu,Balita Pendek,
KABUPATEN SUBANG,2016-01-01,Subang,Balita Pendek,
KABUPATEN PURWAKARTA,2016-01-01,Purwakarta,Balita Pendek,
KABUPATEN KARAWANG,2016-01-01,Karawang,Balita Pendek,
KABUPATEN BEKASI,2016-01-01,Bekasi,Balita Pendek,
KABUPATEN BANDUNG BARAT,2016-01-01,Bandung Barat,Balita Pendek,
KABUPATEN PANGANDARAN,2016-01-01,Pangandaran,Balita Pendek,
KOTA BOGOR,2016-01-01,Kota Bogor,Balita Pendek,
KOTA SUKABUMI,2016-01-01,Kota Sukabumi,Balita Pendek,
KOTA BANDUNG,2016-01-01,Kota Bandung,Balita Pendek,
KOTA CIREBON,2016-01-01,Kota Cirebon,Balita Pendek,
KOTA BEKASI,2016-01-01,Kota Bekasi,Balita Pendek,
KOTA DEPOK,2016-01-01,Kota Depok,Balita Pendek,
KOTA CIMAHI,2016-01-01,Kota Cimahi,Balita Pendek,
KOTA TASIKMALAYA,2016-01-01,Kota Tasikmalaya,Balita Pendek,
KOTA BANJAR,2016-01-01,Kota Banjar,Balita Pendek,
KABUPATEN BOGOR,2017-01-01,Bogor,Balita Pendek,
KABUPATEN SUKABUMI,2017-01-01,Sukabumi,Balita Pendek,
KABUPATEN CIANJUR,2017-01-01,Cianjur,Balita Pendek,
KABUPATEN BANDUNG,2017-01-01,Bandung,Balita Pendek,
KABUPATEN GARUT,2017-01-01,Garut,Balita Pendek,
KABUPATEN TASIKMALAYA,2017-01-01,Tasikmalaya,Balita Pendek,
KABUPATEN CIAMIS,2017-01-01,Ciamis,Balita Pendek,
KABUPATEN KUNINGAN,2017-01-01,Kuningan,Balita Pendek,
KABUPATEN CIREBON,2017-01-01,Cirebon,Balita Pendek,
KABUPATEN MAJALENGKA,2017-01-01,Majalengka,Balita Pendek,
KABUPATEN SUMEDANG,2017-01-01,Sumedang,Balita Pendek,
KABUPATEN INDRAMAYU,2017-01-01,Indramayu,Balita Pendek,
KABUPATEN SUBANG,2017-01-01,Subang,Balita Pendek,
KABUPATEN PURWAKARTA,2017-01-01,Purwakarta,Balita Pendek,
KABUPATEN KARAWANG,2017-01-01,Karawang,Balita Pendek,
KABUPATEN BEKASI,2017-01-01,Bekasi,Balita Pendek,
KABUPATEN BANDUNG BARAT,2017-01-01,Bandung Barat,Balita Pendek,
KABUPATEN PANGANDARAN,2017-01-01,Pangandaran,Balita Pendek,
KOTA BOGOR,2017-01-01,Kota Bogor,Balita Pendek,
KOTA SUKABUMI,2017-01-01,Kota Sukabumi,Balita Pendek,
KOTA BANDUNG,2017-01-01,Kota Bandung,Balita Pendek,
KOTA CIREBON,2017-01-01,Kota Cirebon,Balita Pendek,
KOTA BEKASI,2017-01-01,Kota Bekasi,Balita Pendek,
KOTA DEPOK,2017-01-01,Kota Depok,Balita Pendek,
KOTA CIMAHI,2017-01-01,Kota Cimahi,Balita Pendek,
KOTA TASIKMALAYA,2017-01-01,Kota Tasikmalaya,Balita Pendek,
KOTA BANJAR,2017-01-01,Kota Banjar,Balita Pendek,
KABUPATEN BOGOR,2018-01-01,Bogor,Balita Pendek,
KABUPATEN SUKABUMI,2018-01-01,Sukabumi,Balita Pendek,
KABUPATEN CIANJUR,2018-01-01,Cianjur,Balita Pendek,
KABUPATEN BANDUNG,2018-01-01,Bandung,Balita Pendek,
KABUPATEN GARUT,2018-01-01,Garut,Balita Pendek,
KABUPATEN TASIKMALAYA,2018-01-01,Tasikmalaya,Balita Pendek,
KABUPATEN CIAMIS,2018-01-01,Ciamis,Balita Pendek,
KABUPATEN KUNINGAN,2018-01-01,Kuningan,Balita Pendek,
KABUPATEN CIREBON,2018-01-01,Cirebon,Balita Pendek,
KABUPATEN MAJALENGKA,2018-01-01,Majalengka,Balita Pendek,
KABUPATEN SUMEDANG,2018-01-01,Sumedang,Balita Pendek,
KABUPATEN INDRAMAYU,2018-01-01,Indramayu,Balita Pendek,
KABUPATEN SUBANG,2018-01-01,Subang,Balita Pendek,
KABUPATEN PURWAKARTA,2018-01-01,Purwakarta,Balita Pendek,
KABUPATEN KARAWANG,2018-01-01,Karawang,Balita Pendek,
KABUPATEN BEKASI,2018-01-01,Bekasi,Balita Pendek,
KABUPATEN BANDUNG BARAT,2018-01-01,Bandung Barat,Balita Pendek,
KABUPATEN PANGANDARAN,2018-01-01,Pangandaran,Balita Pendek,
KOTA BOGOR,2018-01-01,Kota Bogor,Balita Pendek,
KOTA SUKABUMI,2018-01-01,Kota Sukabumi,Balita Pendek,
KOTA BANDUNG,2018-01-01,Kota Bandung,Balita Pendek,
KOTA CIREBON,2018-01-01,Kota Cirebon,Balita Pendek,
KOTA BEKASI,2018-01-01,Kota Bekasi,Balita Pendek,
KOTA DEPOK,2018-01-01,Kota Depok,Balita Pendek,
KOTA CIMAHI,2018-01-01,Kota Cimahi,Balita Pendek,
KOTA TASIKMALAYA,2018-01-01,Kota Tasikmalaya,Balita Pendek,
KOTA BANJAR,2018-01-01,Kota Banjar,Balita Pendek,
KABUPATEN BOGOR,2019-01-01,Bogor,Balita Pendek,86706.0
KABUPATEN SUKABUMI,2019-01-01,Sukabumi,Balita Pendek,11352.0
KABUPATEN CIANJUR,2019-01-01,Cianjur,Balita Pendek,10017.0
KABUPATEN BANDUNG,2019-01-01,Bandung,Balita Pendek,15020.0
KABUPATEN GARUT,2019-01-01,Garut,Balita Pendek,9255.0
KABUPATEN TASIKMALAYA,2019-01-01,Tasikmalaya,Balita Pendek,17254.0
KABUPATEN CIAMIS,2019-01-01,Ciamis,Balita Pendek,614.0
KABUPATEN KUNINGAN,2019-01-01,Kuningan,Balita Pendek,5553.0
KABUPATEN CIREBON,2019-01-01,Cirebon,Balita Pendek,14127.0
KABUPATEN MAJALENGKA,2019-01-01,Majalengka,Balita Pendek,3905.0
KABUPATEN SUMEDANG,2019-01-01,Sumedang,Balita Pendek,6780.0
KABUPATEN INDRAMAYU,2019-01-01,Indramayu,Balita Pendek,20255.0
KABUPATEN SUBANG,2019-01-01,Subang,Balita Pendek,2476.0
KABUPATEN PURWAKARTA,2019-01-01,Purwakarta,Balita Pendek,2453.0
KABUPATEN KARAWANG,2019-01-01,Karawang,Balita Pendek,3654.0
KABUPATEN BEKASI,2019-01-01,Bekasi,Balita Pendek,7838.0
KABUPATEN BANDUNG BARAT,2019-01-01,Bandung Barat,Balita Pendek,8151.0
KABUPATEN PANGANDARAN,2019-01-01,Pangandaran,Balita Pendek,853.0
KOTA BOGOR,2019-01-01,Kota Bogor,Balita Pendek,3192.0
KOTA SUKABUMI,2019-01-01,Kota Sukabumi,Balita Pendek,1683.0
KOTA BANDUNG,2019-01-01,Kota Bandung,Balita Pendek,8121.0
KOTA CIREBON,2019-01-01,Kota Cirebon,Balita Pendek,874.0
KOTA BEKASI,2019-01-01,Kota Bekasi,Balita Pendek,8010.0
KOTA DEPOK,2019-01-01,Kota Depok,Balita Pendek,5241.0
KOTA CIMAHI,2019-01-01,Kota Cimahi,Balita Pendek,3269.0
KOTA TASIKMALAYA,2019-01-01,Kota Tasikmalaya,Balita Pendek,5373.0
KOTA BANJAR,2019-01-01,Kota Banjar,Balita Pendek,962.0
KABUPATEN BOGOR,2020-01-01,Bogor,Balita Pendek,
KABUPATEN SUKABUMI,2020-01-01,Sukabumi,Balita Pendek,
KABUPATEN CIANJUR,2020-01-01,Cianjur,Balita Pendek,
KABUPATEN BANDUNG,2020-01-01,Bandung,Balita Pendek,
KABUPATEN GARUT,2020-01-01,Garut,Balita Pendek,
KABUPATEN TASIKMALAYA,2020-01-01,Tasikmalaya,Balita Pendek,
KABUPATEN CIAMIS,2020-01-01,Ciamis,Balita Pendek,
KABUPATEN KUNINGAN,2020-01-01,Kuningan,Balita Pendek,
KABUPATEN CIREBON,2020-01-01,Cirebon,Balita Pendek,
KABUPATEN MAJALENGKA,2020-01-01,Majalengka,Balita Pendek,
KABUPATEN SUMEDANG,2020-01-01,Sumedang,Balita Pendek,
KABUPATEN INDRAMAYU,2020-01-01,Indramayu,Balita Pendek,
KABUPATEN SUBANG,2020-01-01,Subang,Balita Pendek,
KABUPATEN PURWAKARTA,2020-01-01,Purwakarta,Balita Pendek,
KABUPATEN KARAWANG,2020-01-01,Karawang,Balita Pendek,
KABUPATEN BEKASI,2020-01-01,Bekasi,Balita Pendek,
KABUPATEN BANDUNG BARAT,2020-01-01,Bandung Barat,Balita Pendek,
KABUPATEN PANGANDARAN,2020-01-01,Pangandaran,Balita Pendek,
KOTA BOGOR,2020-01-01,Kota Bogor,Balita Pendek,
KOTA SUKABUMI,2020-01-01,Kota Sukabumi,Balita Pendek,
KOTA BANDUNG,2020-01-01,Kota Bandung,Balita Pendek,
KOTA CIREBON,2020-01-01,Kota Cirebon,Balita Pendek,
KOTA BEKASI,2020-01-01,Kota Bekasi,Balita Pendek,
KOTA DEPOK,2020-01-01,Kota Depok,Balita Pendek,
KOTA CIMAHI,2020-01-01,Kota Cimahi,Balita Pendek,
KOTA TASIKMALAYA,2020-01-01,Kota Tasikmalaya,Balita Pendek,
KOTA BANJAR,2020-01-01,Kota Banjar,Balita Pendek,
KABUPATEN BOGOR,2021-01-01,Bogor,Balita Pendek,
KABUPATEN SUKABUMI,2021-01-01,Sukabumi,Balita Pendek,
KABUPATEN CIANJUR,2021-01-01,Cianjur,Balita Pendek,
KABUPATEN BANDUNG,2021-01-01,Bandung,Balita Pendek,
KABUPATEN GARUT,2021-01-01,Garut,Balita Pendek,
KABUPATEN TASIKMALAYA,2021-01-01,Tasikmalaya,Balita Pendek,
KABUPATEN CIAMIS,2021-01-01,Ciamis,Balita Pendek,
KABUPATEN KUNINGAN,2021-01-01,Kuningan,Balita Pendek,
KABUPATEN CIREBON,2021-01-01,Cirebon,Balita Pendek,
KABUPATEN MAJALENGKA,2021-01-01,Majalengka,Balita Pendek,
KABUPATEN SUMEDANG,2021-01-01,Sumedang,Balita Pendek,
KABUPATEN INDRAMAYU,2021-01-01,Indramayu,Balita Pendek,
KABUPATEN SUBANG,2021-01-01,Subang,Balita Pendek,
KABUPATEN PURWAKARTA,2021-01-01,Purwakarta,Balita Pendek,
KABUPATEN KARAWANG,2021-01-01,Karawang,Balita Pendek,
KABUPATEN BEKASI,2021-01-01,Bekasi,Balita Pendek,
KABUPATEN BANDUNG BARAT,2021-01-01,Bandung Barat,Balita Pendek,
KABUPATEN PANGANDARAN,2021-01-01,Pangandaran,Balita Pendek,
KOTA BOGOR,2021-01-01,Kota Bogor,Balita Pendek,
KOTA SUKABUMI,2021-01-01,Kota Sukabumi,Balita Pendek,
KOTA BANDUNG,2021-01-01,Kota Bandung,Balita Pendek,
KOTA CIREBON,2021-01-01,Kota Cirebon,Balita Pendek,
KOTA BEKASI,2021-01-01,Kota Bekasi,Balita Pendek,
KOTA DEPOK,2021-01-01,Kota Depok,Balita Pendek,
KOTA CIMAHI,2021-01-01,Kota Cimahi,Balita Pendek,
KOTA TASIKMALAYA,2021-01-01,Kota Tasikmalaya,Balita Pendek,
KOTA BANJAR ,2019-01-01,Kota Banjar,Balita Pendek,
KOTA BANJAR ,2020-01-01,Kota Banjar,Balita Pendek,
KOTA BANJAR,2021-01-01,Kota Banjar,Balita Pendek,
KABUPATEN BOGOR,2010-01-01,Bogor,Balita Kurus,
KABUPATEN SUKABUMI,2010-01-01,Sukabumi,Balita Kurus,
KABUPATEN CIANJUR,2010-01-01,Cianjur,Balita Kurus,
KABUPATEN BANDUNG,2010-01-01,Bandung,Balita Kurus,
KABUPATEN GARUT,2010-01-01,Garut,Balita Kurus,
KABUPATEN TASIKMALAYA,2010-01-01,Tasikmalaya,Balita Kurus,
KABUPATEN CIAMIS,2010-01-01,Ciamis,Balita Kurus,
KABUPATEN KUNINGAN,2010-01-01,Kuningan,Balita Kurus,
KABUPATEN CIREBON,2010-01-01,Cirebon,Balita Kurus,
KABUPATEN MAJALENGKA,2010-01-01,Majalengka,Balita Kurus,
KABUPATEN SUMEDANG,2010-01-01,Sumedang,Balita Kurus,
KABUPATEN INDRAMAYU,2010-01-01,Indramayu,Balita Kurus,
KABUPATEN SUBANG,2010-01-01,Subang,Balita Kurus,
KABUPATEN PURWAKARTA,2010-01-01,Purwakarta,Balita Kurus,
KABUPATEN KARAWANG,2010-01-01,Karawang,Balita Kurus,
KABUPATEN BEKASI,2010-01-01,Bekasi,Balita Kurus,
KABUPATEN BANDUNG BARAT,2010-01-01,Bandung Barat,Balita Kurus,
KABUPATEN PANGANDARAN,2010-01-01,Pangandaran,Balita Kurus,
KOTA BOGOR,2010-01-01,Kota Bogor,Balita Kurus,
KOTA SUKABUMI,2010-01-01,Kota Sukabumi,Balita Kurus,
KOTA BANDUNG,2010-01-01,Kota Bandung,Balita Kurus,
KOTA CIREBON,2010-01-01,Kota Cirebon,Balita Kurus,
KOTA BEKASI,2010-01-01,Kota Bekasi,Balita Kurus,
KOTA DEPOK,2010-01-01,Kota Depok,Balita Kurus,
KOTA CIMAHI,2010-01-01,Kota Cimahi,Balita Kurus,
KOTA TASIKMALAYA,2010-01-01,Kota Tasikmalaya,Balita Kurus,
KOTA BANJAR,2010-01-01,Kota Banjar,Balita Kurus,
KABUPATEN BOGOR,2011-01-01,Bogor,Balita Kurus,
KABUPATEN SUKABUMI,2011-01-01,Sukabumi,Balita Kurus,
KABUPATEN CIANJUR,2011-01-01,Cianjur,Balita Kurus,
KABUPATEN BANDUNG,2011-01-01,Bandung,Balita Kurus,
KABUPATEN GARUT,2011-01-01,Garut,Balita Kurus,
KABUPATEN TASIKMALAYA,2011-01-01,Tasikmalaya,Balita Kurus,
KABUPATEN CIAMIS,2011-01-01,Ciamis,Balita Kurus,
KABUPATEN KUNINGAN,2011-01-01,Kuningan,Balita Kurus,
KABUPATEN CIREBON,2011-01-01,Cirebon,Balita Kurus,
KABUPATEN MAJALENGKA,2011-01-01,Majalengka,Balita Kurus,
KABUPATEN SUMEDANG,2011-01-01,Sumedang,Balita Kurus,
KABUPATEN INDRAMAYU,2011-01-01,Indramayu,Balita Kurus,
KABUPATEN SUBANG,2011-01-01,Subang,Balita Kurus,
KABUPATEN PURWAKARTA,2011-01-01,Purwakarta,Balita Kurus,
KABUPATEN KARAWANG,2011-01-01,Karawang,Balita Kurus,
KABUPATEN BEKASI,2011-01-01,Bekasi,Balita Kurus,
KABUPATEN BANDUNG BARAT,2011-01-01,Bandung Barat,Balita Kurus,
KABUPATEN PANGANDARAN,2011-01-01,Pangandaran,Balita Kurus,
KOTA BOGOR,2011-01-01,Kota Bogor,Balita Kurus,
KOTA SUKABUMI,2011-01-01,Kota Sukabumi,Balita Kurus,
KOTA BANDUNG,2011-01-01,Kota Bandung,Balita Kurus,
KOTA CIREBON,2011-01-01,Kota Cirebon,Balita Kurus,
KOTA BEKASI,2011-01-01,Kota Bekasi,Balita Kurus,
KOTA DEPOK,2011-01-01,Kota Depok,Balita Kurus,
KOTA CIMAHI,2011-01-01,Kota Cimahi,Balita Kurus,
KOTA TASIKMALAYA,2011-01-01,Kota Tasikmalaya,Balita Kurus,
KOTA BANJAR,2011-01-01,Kota Banjar,Balita Kurus,
KABUPATEN BOGOR,2012-01-01,Bogor,Balita Kurus,
KABUPATEN SUKABUMI,2012-01-01,Sukabumi,Balita Kurus,
KABUPATEN CIANJUR,2012-01-01,Cianjur,Balita Kurus,
KABUPATEN BANDUNG,2012-01-01,Bandung,Balita Kurus,
KABUPATEN GARUT,2012-01-01,Garut,Balita Kurus,
KABUPATEN TASIKMALAYA,2012-01-01,Tasikmalaya,Balita Kurus,
KABUPATEN CIAMIS,2012-01-01,Ciamis,Balita Kurus,
KABUPATEN KUNINGAN,2012-01-01,Kuningan,Balita Kurus,
KABUPATEN CIREBON,2012-01-01,Cirebon,Balita Kurus,
KABUPATEN MAJALENGKA,2012-01-01,Majalengka,Balita Kurus,
KABUPATEN SUMEDANG,2012-01-01,Sumedang,Balita Kurus,
KABUPATEN INDRAMAYU,2012-01-01,Indramayu,Balita Kurus,
KABUPATEN SUBANG,2012-01-01,Subang,Balita Kurus,
KABUPATEN PURWAKARTA,2012-01-01,Purwakarta,Balita Kurus,
KABUPATEN KARAWANG,2012-01-01,Karawang,Balita Kurus,
KABUPATEN BEKASI,2012-01-01,Bekasi,Balita Kurus,
KABUPATEN BANDUNG BARAT,2012-01-01,Bandung Barat,Balita Kurus,
KABUPATEN PANGANDARAN,2012-01-01,Pangandaran,Balita Kurus,
KOTA BOGOR,2012-01-01,Kota Bogor,Balita Kurus,
KOTA SUKABUMI,2012-01-01,Kota Sukabumi,Balita Kurus,
KOTA BANDUNG,2012-01-01,Kota Bandung,Balita Kurus,
KOTA CIREBON,2012-01-01,Kota Cirebon,Balita Kurus,
KOTA BEKASI,2012-01-01,Kota Bekasi,Balita Kurus,
KOTA DEPOK,2012-01-01,Kota Depok,Balita Kurus,
KOTA CIMAHI,2012-01-01,Kota Cimahi,Balita Kurus,
KOTA TASIKMALAYA,2012-01-01,Kota Tasikmalaya,Balita Kurus,
KOTA BANJAR,2012-01-01,Kota Banjar,Balita Kurus,
KABUPATEN BOGOR,2013-01-01,Bogor,Balita Kurus,
KABUPATEN SUKABUMI,2013-01-01,Sukabumi,Balita Kurus,
KABUPATEN CIANJUR,2013-01-01,Cianjur,Balita Kurus,
KABUPATEN BANDUNG,2013-01-01,Bandung,Balita Kurus,
KABUPATEN GARUT,2013-01-01,Garut,Balita Kurus,
KABUPATEN TASIKMALAYA,2013-01-01,Tasikmalaya,Balita Kurus,
KABUPATEN CIAMIS,2013-01-01,Ciamis,Balita Kurus,
KABUPATEN KUNINGAN,2013-01-01,Kuningan,Balita Kurus,
KABUPATEN CIREBON,2013-01-01,Cirebon,Balita Kurus,
KABUPATEN MAJALENGKA,2013-01-01,Majalengka,Balita Kurus,
